frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.333,  0.93,  1, 0.00, 0.00, 0.00, 0.35, 0.23, 0.00, 0.00, 0.04, 0.26, 0.25, 0.26, 0.84, 0.29, 0.59, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.00, 0.00, 0.00, 0.17, 0.34, 0.00, 0.00, 0.07, 0.26, 0.21, 0.27, 0.72, 0.35, 0.64, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.44, 0.00, 0.00, 0.07, 0.28, 0.16, 0.20, 0.62, 0.39, 0.71, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.46, 0.00, 0.00, 0.03, 0.29, 0.15, 0.11, 0.62, 0.40, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.00, 0.00, 0.00, 0.15, 0.48, 0.00, 0.00, 0.01, 0.35, 0.22, 0.01, 0.71, 0.36, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.00, 0.00, 0.00, 0.30, 0.46, 0.00, 0.00, 0.01, 0.39, 0.32, 0.01, 0.80, 0.34, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.00, 0.00, 0.00, 0.33, 0.39, 0.00, 0.00, 0.09, 0.50, 0.32, 0.08, 0.86, 0.35, 0.72, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.93,  1, 0.00, 0.00, 0.00, 0.26, 0.36, 0.00, 0.00, 0.18, 0.55, 0.23, 0.12, 0.83, 0.40, 0.67, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.93,  1, 0.00, 0.00, 0.00, 0.10, 0.40, 0.00, 0.00, 0.22, 0.71, 0.11, 0.21, 0.75, 0.39, 0.69, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.98,  1, 0.00, 0.00, 0.00, 0.06, 0.49, 0.00, 0.00, 0.17, 0.80, 0.09, 0.24, 0.69, 0.34, 0.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.667,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 0.00, 0.11, 0.92, 0.12, 0.32, 0.69, 0.23, 0.69, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.700,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 0.63, 0.00, 0.00, 0.07, 0.94, 0.16, 0.39, 0.75, 0.20, 0.60, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.733,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 0.66, 0.00, 0.00, 0.15, 0.91, 0.26, 0.43, 0.82, 0.19, 0.50, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.767,  0.93,  1, 0.00, 0.00, 0.00, 0.01, 0.63, 0.00, 0.00, 0.22, 0.84, 0.31, 0.44, 0.86, 0.21, 0.48, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0,  0.800,  0.93,  1, 0.00, 0.00, 0.00, 0.01, 0.66, 0.00, 0.00, 0.26, 0.85, 0.45, 0.34, 0.78, 0.16, 0.45, 0.14, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.833,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 0.00, 0.21, 0.91, 0.50, 0.22, 0.68, 0.14, 0.46, 0.24, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0,  0.867,  0.93,  1, 0.00, 0.00, 0.00, 0.12, 0.79, 0.00, 0.00, 0.26, 1.01, 0.52, 0.09, 0.56, 0.20, 0.38, 0.59, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0,  0.900,  0.93,  1, 0.00, 0.00, 0.00, 0.22, 0.81, 0.00, 0.00, 0.39, 1.03, 0.60, 0.03, 0.52, 0.31, 0.23, 1.04, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
29,  0,  0.933,  0.98,  1, 0.00, 0.00, 0.00, 0.42, 0.85, 0.00, 0.00, 0.42, 1.04, 0.65, 0.00, 0.47, 0.46, 0.07, 1.43, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
30,  0,  0.967,  0.98,  1, 0.00, 0.00, 0.00, 0.52, 0.83, 0.00, 0.00, 0.36, 1.02, 0.71, 0.00, 0.45, 0.57, 0.00, 1.51, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
31,  0,  1.000,  0.98,  1, 0.00, 0.00, 0.00, 0.41, 0.86, 0.00, 0.00, 0.32, 1.08, 0.72, 0.00, 0.37, 0.49, 0.00, 1.41, 0.50, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
32,  0,  1.033,  0.98,  1, 0.00, 0.00, 0.00, 0.21, 0.89, 0.00, 0.00, 0.36, 1.15, 0.76, 0.00, 0.34, 0.33, 0.00, 1.40, 0.54, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
33,  0,  1.067,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.91, 0.05, 0.00, 0.50, 1.17, 0.69, 0.00, 0.35, 0.21, 0.00, 1.52, 0.66, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
34,  0,  1.100,  0.93,  1, 0.00, 0.00, 0.01, 0.00, 0.92, 0.05, 0.00, 0.61, 1.12, 0.59, 0.00, 0.42, 0.25, 0.00, 1.60, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
35,  0,  1.133,  0.93,  1, 0.00, 0.00, 0.03, 0.06, 0.94, 0.23, 0.00, 0.69, 1.14, 0.81, 0.00, 0.57, 0.36, 0.00, 1.76, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
36,  0,  1.167,  0.93,  1, 0.00, 0.00, 0.03, 0.07, 1.01, 0.37, 0.00, 0.71, 1.25, 1.07, 0.00, 0.65, 0.43, 0.00, 1.86, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
37,  0,  1.200,  0.93,  1, 0.00, 0.00, 0.08, 0.07, 0.96, 0.37, 0.00, 0.72, 1.32, 1.30, 0.00, 0.73, 0.33, 0.00, 1.99, 0.45, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
38,  0,  1.233,  0.93,  1, 0.00, 0.00, 0.07, 0.01, 0.89, 0.19, 0.00, 0.75, 1.33, 1.25, 0.01, 0.73, 0.18, 0.00, 1.97, 0.50, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
39,  0,  1.267,  0.93,  1, 0.00, 0.00, 0.08, 0.00, 0.74, 0.00, 0.00, 0.72, 1.26, 1.15, 0.03, 0.79, 0.12, 0.06, 1.93, 0.54, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
40,  0,  1.300,  0.93,  1, 0.00, 0.00, 0.12, 0.00, 0.72, 0.00, 0.00, 0.68, 1.12, 1.18, 0.03, 0.86, 0.17, 0.11, 1.81, 0.78, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
41,  0,  1.333,  0.93,  1, 0.00, 0.00, 0.17, 0.00, 0.68, 0.00, 0.00, 0.63, 0.97, 1.22, 0.02, 0.92, 0.25, 0.16, 1.76, 1.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
42,  0,  1.367,  0.93,  1, 0.00, 0.00, 0.19, 0.00, 0.77, 0.00, 0.00, 0.65, 0.99, 1.44, 0.00, 1.07, 0.21, 0.26, 1.73, 1.37, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
43,  0,  1.400,  0.93,  1, 0.00, 0.00, 0.14, 0.00, 0.83, 0.01, 0.00, 0.67, 1.09, 1.56, 0.00, 1.24, 0.32, 0.39, 1.67, 1.39, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
44,  0,  1.433,  0.93,  1, 0.00, 0.03, 0.11, 0.00, 0.91, 0.02, 0.00, 0.66, 1.24, 1.55, 0.00, 1.01, 0.25, 0.39, 1.75, 1.28, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
45,  0,  1.467,  0.93,  1, 0.00, 0.03, 0.07, 0.01, 0.99, 0.02, 0.00, 0.65, 1.32, 1.46, 0.00, 0.69, 0.19, 0.29, 1.73, 1.08, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
46,  0,  1.500,  0.93,  1, 0.00, 0.03, 0.03, 0.01, 1.10, 0.02, 0.00, 0.66, 1.41, 1.39, 0.00, 0.34, 0.06, 0.20, 1.76, 0.88, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
47,  0,  1.533,  0.93,  1, 0.01, 0.00, 0.04, 0.01, 1.15, 0.10, 0.00, 0.72, 1.54, 1.40, 0.00, 0.32, 0.05, 0.23, 1.65, 0.78, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
48,  0,  1.567,  0.93,  1, 0.01, 0.00, 0.05, 0.00, 1.15, 0.13, 0.00, 0.77, 1.63, 1.44, 0.00, 0.27, 0.03, 0.23, 1.62, 0.73, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
49,  0,  1.600,  0.93,  1, 0.01, 0.00, 0.06, 0.00, 1.20, 0.13, 0.00, 0.75, 1.77, 1.29, 0.00, 0.15, 0.00, 0.22, 1.72, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
50,  0,  1.633,  0.98,  1, 0.02, 0.00, 0.03, 0.00, 1.26, 0.04, 0.00, 0.69, 1.78, 1.18, 0.00, 0.08, 0.00, 0.17, 1.83, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
51,  0,  1.667,  0.98,  1, 0.02, 0.00, 0.02, 0.00, 1.37, 0.12, 0.00, 0.60, 1.81, 1.08, 0.00, 0.00, 0.00, 0.16, 1.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
52,  0,  1.700,  0.98,  1, 0.02, 0.00, 0.00, 0.00, 1.42, 0.12, 0.00, 0.61, 1.78, 1.10, 0.00, 0.04, 0.00, 0.17, 1.54, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
53,  0,  1.733,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.49, 0.11, 0.00, 0.64, 1.77, 1.14, 0.00, 0.11, 0.00, 0.23, 1.30, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
54,  0,  1.767,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.45, 0.00, 0.00, 0.67, 1.75, 1.10, 0.00, 0.12, 0.00, 0.32, 1.18, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
55,  0,  1.800,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.40, 0.00, 0.00, 0.66, 1.72, 1.08, 0.00, 0.11, 0.00, 0.36, 1.16, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
56,  0,  1.833,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.37, 0.00, 0.00, 0.62, 1.69, 1.05, 0.00, 0.04, 0.00, 0.41, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
57,  0,  1.867,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.39, 0.00, 0.00, 0.57, 1.68, 1.05, 0.00, 0.03, 0.00, 0.43, 0.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
58,  0,  1.900,  0.98,  1, 0.00, 0.00, 0.04, 0.00, 1.44, 0.09, 0.00, 0.53, 1.67, 1.00, 0.00, 0.08, 0.03, 0.42, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
59,  0,  1.933,  0.93,  1, 0.00, 0.00, 0.04, 0.00, 1.46, 0.16, 0.00, 0.53, 1.68, 0.95, 0.00, 0.17, 0.03, 0.43, 0.71, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
60,  0,  1.967,  0.93,  1, 0.00, 0.00, 0.04, 0.00, 1.51, 0.16, 0.00, 0.55, 1.77, 0.97, 0.00, 0.17, 0.04, 0.35, 0.77, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
61,  0,  2.000,  0.93,  1, 0.00, 0.00, 0.01, 0.00, 1.52, 0.07, 0.00, 0.56, 1.85, 1.04, 0.00, 0.09, 0.01, 0.32, 0.83, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
62,  0,  2.033,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 1.52, 0.00, 0.00, 0.51, 1.95, 0.95, 0.00, 0.00, 0.01, 0.38, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
63,  0,  2.067,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 1.48, 0.00, 0.00, 0.44, 2.00, 0.78, 0.00, 0.00, 0.00, 0.53, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64,  0,  2.100,  0.93,  1, 0.00, 0.00, 0.00, 0.00, 1.49, 0.00, 0.00, 0.44, 2.09, 0.76, 0.00, 0.03, 0.00, 0.65, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65,  0,  2.133,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 1.50, 0.04, 0.00, 0.48, 2.11, 0.85, 0.00, 0.04, 0.00, 0.64, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66,  0,  2.167,  0.98,  1, 0.00, 0.00, 0.00, 0.06, 1.58, 0.04, 0.00, 0.49, 2.13, 0.93, 0.00, 0.04, 0.00, 0.56, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67,  0,  2.200,  0.93,  1, 0.00, 0.00, 0.00, 0.10, 1.61, 0.08, 0.00, 0.41, 2.11, 0.89, 0.00, 0.02, 0.00, 0.52, 0.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68,  0,  2.233,  0.93,  1, 0.00, 0.00, 0.00, 0.09, 1.65, 0.11, 0.00, 0.49, 2.13, 0.87, 0.00, 0.00, 0.00, 0.52, 0.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69,  0,  2.267,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 1.61, 0.14, 0.00, 0.59, 2.15, 0.88, 0.00, 0.00, 0.00, 0.56, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70,  0,  2.300,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 1.61, 0.27, 0.00, 0.66, 2.16, 0.85, 0.00, 0.02, 0.00, 0.57, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
